Respondent_ID,Gender,Age_Group,Political_Party,Education_Level,Race_Ethnicity,Economic_View,Unity_View,Financial_Status,Registered_Voter,Voted_in_2024
8646,A woman,18-29,Something else,Some College,Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
1200,A man,50-64,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2820,A woman,18-29,Democrat,Some College,Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,No
14100,A woman,30-49,Independent,H.S. graduate or less,Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
17539,A man,50-64,Something else,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
8097,A woman,30-49,Independent,Some College,Black non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
4601,A man,30-49,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Refused/Web blank,Meet my basic expenses with a little left over for extras,No,No
16081,A man,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
10552,A woman,65+,Democrat,College graduate+,Asian non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
8341,A woman,30-49,Independent,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,No,No
15213,A woman,50-64,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
80,A woman,18-29,Independent,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
18404,A woman,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
18535,A woman,50-64,Something else,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Refused/Web blank,No
18010,A man,50-64,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,No,No
18180,A woman,50-64,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
16818,A man,18-29,Independent,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
15418,A man,65+,Republican,College graduate+,White non-Hispanic,Excellent,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
11482,A man,50-64,Something else,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
16457,A woman,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
5128,A man,65+,Democrat,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
1960,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
13540,A man,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2668,A man,50-64,Independent,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
11062,A woman,65+,Independent,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
16638,A man,65+,Republican,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
15112,A woman,30-49,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
10718,A woman,65+,Republican,Some College,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
1591,A man,18-29,Something else,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
10934,A man,30-49,Something else,College graduate+,Other,Good,Americans are divided when it comes to the most important values,Live comfortably,No,No
16622,A woman,65+,Democrat,Some College,White non-Hispanic,Excellent,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
9329,A man,65+,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
3142,A woman,65+,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
3346,In some other way,18-29,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
6453,A woman,50-64,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
15178,A woman,18-29,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Not sure,Yes
8042,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
1109,A woman,50-64,Independent,Some College,Black non-Hispanic,Poor,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
11353,A woman,65+,Independent,Some College,White non-Hispanic,Excellent,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
10782,A man,50-64,Republican,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2031,A woman,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
15478,A man,65+,Independent,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
9934,A woman,30-49,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
16106,A woman,30-49,Independent,College graduate+,Asian non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,No,Yes
1280,A man,65+,Independent,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
6694,A man,50-64,Democrat,Some College,Black non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
9984,In some other way,18-29,Independent,Some College,Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
222,A woman,50-64,Independent,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
14708,A man,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2743,A woman,65+,Democrat,College graduate+,Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
15626,A man,50-64,Something else,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,No,No
10327,A woman,50-64,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
3987,A woman,50-64,Democrat,Some College,Black non-Hispanic,Good,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
1718,A woman,65+,Democrat,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
2794,A woman,50-64,Republican,College graduate+,Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
8688,A man,50-64,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
9539,A woman,65+,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
15530,A man,30-49,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
5436,A woman,30-49,Republican,Some College,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
17668,A man,65+,Democrat,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
10840,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
9302,A man,30-49,Republican,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
4339,A woman,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
5456,A woman,65+,Independent,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
18554,A woman,65+,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
13786,A man,30-49,Something else,College graduate+,Other,Poor,Americans are divided when it comes to the most important values,Live comfortably,Not sure,Yes
18765,A man,30-49,Independent,College graduate+,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Not sure,No
1868,A woman,65+,Independent,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
13973,A woman,30-49,Republican,Some College,White non-Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
17434,A woman,65+,Democrat,H.S. graduate or less,Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
13512,A woman,50-64,Independent,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
7542,A man,50-64,Democrat,Some College,Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
1590,A man,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
6782,A woman,30-49,Something else,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
5521,A man,65+,Independent,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
3301,A woman,50-64,Republican,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Live comfortably,No,No
10846,A woman,65+,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
3952,A man,50-64,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
17919,A man,65+,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
13609,A woman,30-49,Democrat,College graduate+,Black non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
6754,A woman,30-49,Something else,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
7930,A woman,65+,Democrat,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
15464,A woman,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,No,Yes
4061,A woman,30-49,Republican,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,No
10893,A woman,30-49,Republican,College graduate+,Other,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
12130,A man,30-49,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
17892,A woman,18-29,Something else,Some College,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Not sure,No
8098,A woman,30-49,Independent,H.S. graduate or less,Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
16015,A man,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,No,No
10526,A woman,65+,Democrat,H.S. graduate or less,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
4889,A man,30-49,Democrat,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
3415,A man,50-64,Something else,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
3041,A man,65+,Democrat,H.S. graduate or less,White non-Hispanic,Poor,Americans are united when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
13187,A man,50-64,Democrat,H.S. graduate or less,Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
17176,A man,30-49,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
12367,A man,65+,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
631,A woman,18-29,Democrat,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,No,Yes
9599,A man,65+,Something else,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
10998,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
11149,A woman,30-49,Independent,H.S. graduate or less,Black non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
9845,A man,30-49,Democrat,College graduate+,Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
10077,A woman,65+,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
15833,A woman,50-64,Independent,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
1192,A woman,65+,Republican,Some College,Other,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
6516,A man,65+,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
4811,A woman,65+,Independent,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
10880,A man,50-64,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
9091,A man,30-49,Something else,Some College,Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,No,No
677,A woman,65+,Republican,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
8671,A man,65+,Democrat,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2860,A woman,50-64,Democrat,H.S. graduate or less,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
15550,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
10264,A man,30-49,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
13274,A woman,50-64,Independent,H.S. graduate or less,Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
14052,A man,65+,Democrat,H.S. graduate or less,White non-Hispanic,Excellent,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
14364,A man,65+,Democrat,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
17089,A woman,30-49,Republican,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
8480,A woman,65+,Independent,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
12708,A woman,50-64,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
11024,A man,30-49,Democrat,College graduate+,Asian non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,No,No
11668,A woman,30-49,Democrat,Some College,Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
3873,A man,50-64,Independent,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
14591,A man,65+,Democrat,Some College,Hispanic,Only fair,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
15069,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
8213,A woman,50-64,Republican,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,No,No
166,A woman,50-64,Independent,Some College,Other,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
13340,A woman,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
13559,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
4986,A woman,65+,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
13737,A woman,18-29,Republican,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
3278,A man,50-64,Democrat,Some College,Refused,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2494,A woman,65+,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,No,Yes
14463,A woman,50-64,Democrat,H.S. graduate or less,Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
11503,A woman,50-64,Independent,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
9103,A woman,50-64,Independent,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
7020,A man,50-64,Democrat,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2275,A woman,50-64,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
2245,A man,50-64,Something else,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
1181,A woman,18-29,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
6918,A woman,65+,Republican,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
12185,A woman,50-64,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
18508,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
17884,A woman,30-49,Something else,College graduate+,Black non-Hispanic,Poor,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,No
17158,A man,50-64,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,Yes
13214,A woman,50-64,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
1351,A woman,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
1311,A woman,65+,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
365,A man,18-29,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,No
13410,A man,50-64,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
5917,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
16408,A man,65+,Democrat,College graduate+,Black non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
15812,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
1528,A man,50-64,Independent,College graduate+,Black non-Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
9012,A woman,30-49,Republican,H.S. graduate or less,Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2577,A woman,65+,Independent,H.S. graduate or less,Black non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,No
13134,A woman,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
4513,A man,30-49,Something else,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
10451,A woman,50-64,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
10774,A woman,30-49,Something else,College graduate+,Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
12664,A man,65+,Independent,H.S. graduate or less,Refused,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
12802,A woman,18-29,Democrat,College graduate+,Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
14097,A man,50-64,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
5941,A man,18-29,Democrat,H.S. graduate or less,Other,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,No
12721,A woman,18-29,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
9365,A woman,30-49,Republican,H.S. graduate or less,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
192,A woman,18-29,Democrat,H.S. graduate or less,Asian non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
15867,A woman,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,No,Yes
12359,A woman,30-49,Democrat,H.S. graduate or less,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,No,No
8327,A woman,30-49,Something else,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
8268,A woman,18-29,Democrat,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,Yes
1085,A man,50-64,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
3733,A woman,50-64,Democrat,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2004,A woman,30-49,Democrat,College graduate+,Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
3493,A woman,30-49,Democrat,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
11519,A man,50-64,Something else,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
3529,A man,50-64,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
16074,A woman,65+,Independent,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
960,A woman,65+,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
9866,A woman,50-64,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
9060,A man,30-49,Republican,Some College,Black non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
13661,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
7770,A man,65+,Republican,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
1832,A man,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
13445,A man,65+,Republican,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
15726,A man,30-49,Something else,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
5603,A man,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
15235,A man,65+,Republican,College graduate+,White non-Hispanic,Excellent,Refused/Web blank,Live comfortably,Yes,Yes
2951,A woman,65+,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2956,A man,30-49,Democrat,College graduate+,Asian non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
1955,A woman,65+,Independent,H.S. graduate or less,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
1921,A woman,65+,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
3011,A woman,65+,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
5971,A woman,65+,Independent,H.S. graduate or less,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,No
11897,A man,65+,Something else,Some College,White non-Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
3749,A woman,50-64,Republican,Some College,Hispanic,Poor,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
13603,A woman,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
15654,A woman,65+,Democrat,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
16360,A man,50-64,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
11280,A man,30-49,Independent,H.S. graduate or less,Black non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,No,No
9470,A man,30-49,Republican,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
15215,A man,50-64,Independent,H.S. graduate or less,Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
5378,A woman,65+,Republican,College graduate+,Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
14636,A woman,65+,Democrat,H.S. graduate or less,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
